gene_id	condition	log2_fold_change	p_value	p_value_corrected
4257	Experimental	-2.115668899317365	0.03571428571428571	0.5343257807232763
121506	Experimental	-0.571336497557513	0.03571428571428571	0.5343257807232763
2984	Experimental	-3.5587806778258972	0.03571428571428571	0.5343257807232763
166863	Experimental	-2.2521644271583554	0.03571428571428571	0.5343257807232763
79887	Experimental	-3.7831752664995406	0.03571428571428571	0.5343257807232763
27239	Experimental	-3.639135146859387	0.03571428571428571	0.5343257807232763
81622	Experimental	-1.3888786666952553	0.03571428571428571	0.5343257807232763
100506085	Experimental	-1.8601749581991838	0.03571428571428571	0.5343257807232763
9848	Experimental	-0.5202599414574133	0.03571428571428571	0.5343257807232763
8001	Experimental	-4.33104589557629	0.03571428571428571	0.5343257807232763
11095	Experimental	-2.016744957074081	0.03571428571428571	0.5343257807232763
8538	Experimental	-1.108733250992571	0.03571428571428571	0.5343257807232763
107984409	Experimental	3.3527237841917183	0.03571428571428571	0.5343257807232763
2313	Experimental	2.2652123289015584	0.035770082232490764	0.5343257807232763
2823	Experimental	-5.399405788059616	0.03571428571428571	0.5343257807232763
105377571	Experimental	-3.1230937133109165	0.03571428571428571	0.5343257807232763
54538	Experimental	3.7300825231985324	0.035770082232490764	0.5343257807232763
23310	Experimental	-0.9763096608911889	0.03571428571428571	0.5343257807232763
107985373	Experimental	-2.8657752852772376	0.03571428571428571	0.5343257807232763
56253	Experimental	-1.3855701079295255	0.03571428571428571	0.5343257807232763
389247	Experimental	-1.1239478251004655	0.03571428571428571	0.5343257807232763
105369533	Experimental	-2.5552292022548606	0.03571428571428571	0.5343257807232763
105369532	Experimental	-1.6433892860760062	0.03571428571428571	0.5343257807232763
2900	Experimental	-3.02212061209442	0.03571428571428571	0.5343257807232763
219902	Experimental	1.0007382382168004	0.03571428571428571	0.5343257807232763
107986330	Experimental	1.9676303091698424	0.03571428571428571	0.5343257807232763
105377582	Experimental	-2.5418034119160984	0.03571428571428571	0.5343257807232763
85390	Experimental	-1.4784789368976572	0.03571428571428571	0.5343257807232763
109623486	Experimental	-0.8097415009018799	0.03571428571428571	0.5343257807232763
89944	Experimental	-6.772094335365398	0.03571428571428571	0.5343257807232763
105369583	Experimental	-3.5924495314044016	0.03571428571428571	0.5343257807232763
101928223	Experimental	-2.8230086475686087	0.03571428571428571	0.5343257807232763
112268088	Experimental	0.6293258426095285	0.03571428571428571	0.5343257807232763
388759	Experimental	1.6567589234902897	0.03571428571428571	0.5343257807232763
8074	Experimental	-2.704765945987374	0.03571428571428571	0.5343257807232763
105369611	Experimental	-0.9166598157207292	0.03571428571428571	0.5343257807232763
3248	Experimental	-5.535194853271642	0.03571428571428571	0.5343257807232763
105377548	Experimental	-3.6191357206918613	0.03571428571428571	0.5343257807232763
7289	Experimental	0.8201228097314924	0.03571428571428571	0.5343257807232763
2305	Experimental	-1.0345783846397592	0.03571428571428571	0.5343257807232763
55846	Experimental	-1.2942308380089338	0.03571428571428571	0.5343257807232763
775	Experimental	-1.5894457301272262	0.03571428571428571	0.5343257807232763
105369601	Experimental	-3.027169387198753	0.03571428571428571	0.5343257807232763
100049716	Experimental	-4.837266150079286	0.03571428571428571	0.5343257807232763
283358	Experimental	0.7350531238833232	0.03571428571428571	0.5343257807232763
84318	Experimental	0.9812019478519468	0.03571428571428571	0.5343257807232763
6540	Experimental	2.5927957404054953	0.03571428571428571	0.5343257807232763
102724852	Experimental	-5.829584781405298	0.03571428571428571	0.5343257807232763
112267876	Experimental	-5.4251019068764235	0.03571428571428571	0.5343257807232763
105378954	Experimental	0.8825509161553173	0.03571428571428571	0.5343257807232763
57121	Experimental	-0.7676041328544915	0.03571428571428571	0.5343257807232763
100129792	Experimental	-5.335232241406279	0.03571428571428571	0.5343257807232763
6414	Experimental	-5.860639870005397	0.03571428571428571	0.5343257807232763
23529	Experimental	-1.3741758132177253	0.03571428571428571	0.5343257807232763
283120	Experimental	-5.753636537178336	0.03571428571428571	0.5343257807232763
103344718	Experimental	-5.233770447404257	0.03571428571428571	0.5343257807232763
7136	Experimental	-1.5694468354777078	0.03571428571428571	0.5343257807232763
90019	Experimental	-2.0210517437422486	0.03571428571428571	0.5343257807232763
100507670	Experimental	0.77317102171451	0.03571428571428571	0.5343257807232763
4583	Experimental	2.2279790907004755	0.03571428571428571	0.5343257807232763
5993	Experimental	0.5470358236407289	0.03571428571428571	0.5343257807232763
619565	Experimental	-1.4011362433421477	0.03571428571428571	0.5343257807232763
100033819	Experimental	-6.150440932497168	0.03571428571428571	0.5343257807232763
105379675	Experimental	-2.7595899958622816	0.03571428571428571	0.5343257807232763
8045	Experimental	-0.6707909039607008	0.03571428571428571	0.5343257807232763
692247	Experimental	0.5360479811279715	0.03571428571428571	0.5343257807232763
3265	Experimental	-1.202751279823991	0.03571428571428571	0.5343257807232763
100506795	Experimental	-3.68542290190701	0.03571428571428571	0.5343257807232763
11187	Experimental	-1.366681646327222	0.03571428571428571	0.5343257807232763
60626	Experimental	-1.218006272533966	0.03571428571428571	0.5343257807232763
11022	Experimental	-0.3003644893842721	0.03571428571428571	0.5343257807232763
7903	Experimental	-4.617502844877176	0.03571428571428571	0.5343257807232763
57661	Experimental	-1.3904213686180238	0.03571428571428571	0.5343257807232763
1028	Experimental	-3.703847509143861	0.03571428571428571	0.5343257807232763
388695	Experimental	1.1041829653989867	0.03571428571428571	0.5343257807232763
5002	Experimental	0.7659717818940983	0.03571428571428571	0.5343257807232763
112268072	Experimental	-0.9682082859699804	0.03571428571428571	0.5343257807232763
100463486	Experimental	0.9349734067112624	0.03571428571428571	0.5343257807232763
133	Experimental	-1.2158196003121882	0.03571428571428571	0.5343257807232763
440028	Experimental	-0.9813534775212198	0.03571428571428571	0.5343257807232763
57758	Experimental	0.6199987199850525	0.03571428571428571	0.5343257807232763
84072	Experimental	-7.493013552922429	0.03571428571428571	0.5343257807232763
105379052	Experimental	-2.9345781180456947	0.03571428571428571	0.5343257807232763
101929321	Experimental	-2.5272197735344375	0.03571428571428571	0.5343257807232763
26343	Experimental	-0.9166598157207292	0.03571428571428571	0.5343257807232763
105376533	Experimental	-1.789592706424428	0.03571428571428571	0.5343257807232763
101929423	Experimental	-2.7363032339550615	0.03571428571428571	0.5343257807232763
6609	Experimental	1.0338911810384925	0.03571428571428571	0.5343257807232763
117854	Experimental	-1.4872607717006796	0.03571428571428571	0.5343257807232763
84059	Experimental	0.4999723957680246	0.03571428571428571	0.5343257807232763
57561	Experimental	0.9688483435790314	0.03571428571428571	0.5343257807232763
79470	Experimental	-3.6531800237764345	0.03571428571428571	0.5343257807232763
391	Experimental	-1.2116701923091127	0.03571428571428571	0.5343257807232763
57053	Experimental	-1.2094167821310133	0.03571428571428571	0.5343257807232763
7262	Experimental	-0.8997750195308996	0.03571428571428571	0.5343257807232763
503542	Experimental	-0.6157905958829146	0.03571428571428571	0.5343257807232763
101927851	Experimental	-4.0205286258769695	0.03571428571428571	0.5343257807232763
100191040	Experimental	-2.6784036423181727	0.03571428571428571	0.5343257807232763
282969	Experimental	-5.853842137464326	0.03571428571428571	0.5343257807232763
54508	Experimental	-5.066800775160999	0.03571428571428571	0.5343257807232763
2869	Experimental	0.8935382915327799	0.03571428571428571	0.5343257807232763
101927233	Experimental	-2.5234485412598593	0.03571428571428571	0.5343257807232763
448834	Experimental	-2.5937760995038097	0.03571428571428571	0.5343257807232763
102723444	Experimental	-3.1351060837414426	0.03571428571428571	0.5343257807232763
51334	Experimental	3.7825847593504403	0.03571428571428571	0.5343257807232763
153	Experimental	0.767982371367842	0.03571428571428571	0.5343257807232763
79949	Experimental	-3.294094398305345	0.03571428571428571	0.5343257807232763
9531	Experimental	-1.5816323812112614	0.03571428571428571	0.5343257807232763
9627	Experimental	-4.7238321925951565	0.03571428571428571	0.5343257807232763
105379152	Experimental	-3.4371591259107834	0.03571428571428571	0.5343257807232763
105378479	Experimental	-2.256783298619003	0.03571428571428571	0.5343257807232763
102724341	Experimental	3.053952650460681	0.03571428571428571	0.5343257807232763
3713	Experimental	-3.9450261778083564	0.03571428571428571	0.5343257807232763
101927514	Experimental	2.9130464640114817	0.03571428571428571	0.5343257807232763
83401	Experimental	-3.454853678822738	0.03571428571428571	0.5343257807232763
23082	Experimental	-1.419393123651186	0.03571428571428571	0.5343257807232763
90271	Experimental	0.3315233155677669	0.03571428571428571	0.5343257807232763
153163	Experimental	-3.9543638603280353	0.03571428571428571	0.5343257807232763
64097	Experimental	-1.371146455276923	0.03571428571428571	0.5343257807232763
105378525	Experimental	-2.590897235113552	0.03571428571428571	0.5343257807232763
5654	Experimental	-4.914068091532772	0.03571428571428571	0.5343257807232763
117145	Experimental	-4.809181098475961	0.03571428571428571	0.5343257807232763
112268067	Experimental	-3.9212332887919668	0.03571428571428571	0.5343257807232763
101927590	Experimental	-2.1311534461269535	0.03571428571428571	0.5343257807232763
285708	Experimental	-5.601584949775095	0.03571428571428571	0.5343257807232763
105379104	Experimental	-2.367627087115009	0.03571428571428571	0.5343257807232763
664	Experimental	-0.9898497621475789	0.03571428571428571	0.5343257807232763
101927489	Experimental	-1.8772793620193093	0.03571428571428571	0.5343257807232763
126637	Experimental	-5.021947345966936	0.03571428571428571	0.5343257807232763
100507006	Experimental	-4.632449488437129	0.03571428571428571	0.5343257807232763
126638	Experimental	-1.374030604954587	0.03571428571428571	0.5343257807232763
388697	Experimental	-1.1091070355823278	0.03571428571428571	0.5343257807232763
2312	Experimental	-2.033487596561964	0.03571428571428571	0.5343257807232763
339400	Experimental	-1.0149327115404227	0.03571428571428571	0.5343257807232763
399821	Experimental	1.0240231005325984	0.03571428571428571	0.5343257807232763
814	Experimental	-0.9224057026536726	0.03571428571428571	0.5343257807232763
134429	Experimental	-0.6443427619182691	0.03571428571428571	0.5343257807232763
84451	Experimental	-0.42459138908803495	0.03571428571428571	0.5343257807232763
100505678	Experimental	-1.7296422781065353	0.03571428571428571	0.5343257807232763
1755	Experimental	1.7350581728802774	0.03571428571428571	0.5343257807232763
196743	Experimental	1.006988427414851	0.03571428571428571	0.5343257807232763
2549	Experimental	0.42404139126400064	0.03571428571428571	0.5343257807232763
374378	Experimental	0.4217516497295138	0.03571428571428571	0.5343257807232763
1893	Experimental	0.8513714388231585	0.03571428571428571	0.5343257807232763
745	Experimental	0.4909479135844001	0.03571428571428571	0.5343257807232763
747	Experimental	-1.471500671050231	0.03571428571428571	0.5343257807232763
101927495	Experimental	-3.7642591476020124	0.03571428571428571	0.5343257807232763
285671	Experimental	1.9676303091698424	0.03571428571428571	0.5343257807232763
107984333	Experimental	1.6392510149007185	0.03571428571428571	0.5343257807232763
11251	Experimental	-1.0675006513392995	0.03571428571428571	0.5343257807232763
375449	Experimental	1.054251129201568	0.03571428571428571	0.5343257807232763
932	Experimental	-3.200916054222884	0.03571428571428571	0.5343257807232763
7439	Experimental	0.18078944610807868	0.03571428571428571	0.5343257807232763
101928794	Experimental	0.6748119955028548	0.03571428571428571	0.5343257807232763
105369315	Experimental	-2.7111944940170134	0.03571428571428571	0.5343257807232763
105379013	Experimental	-3.2204451134128558	0.03571428571428571	0.5343257807232763
219970	Experimental	-4.154497434962232	0.03571428571428571	0.5343257807232763
9404	Experimental	-0.6818551229778829	0.03571428571428571	0.5343257807232763
8501	Experimental	-1.7703193394375512	0.03571428571428571	0.5343257807232763
29015	Experimental	2.2856862664656115	0.03571428571428571	0.5343257807232763
102723348	Experimental	-1.0316659141289426	0.03571428571428571	0.5343257807232763
112267942	Experimental	-0.5397378817755935	0.03571428571428571	0.5343257807232763
105379006	Experimental	-1.6785995771384783	0.03571428571428571	0.5343257807232763
105371226	Experimental	-2.551510589435814	0.03571428571428571	0.5343257807232763
105378977	Experimental	-3.1407514630005195	0.03571428571428571	0.5343257807232763
101927468	Experimental	-0.9166598157207292	0.03571428571428571	0.5343257807232763
8722	Experimental	-6.398343730471125	0.03571428571428571	0.5343257807232763
117144	Experimental	0.9315270752717922	0.03571428571428571	0.5343257807232763
1474	Experimental	0.9157920487860879	0.03571428571428571	0.5343257807232763
167359	Experimental	-1.7640238216436972	0.03571428571428571	0.5343257807232763
11007	Experimental	-0.5723503608731096	0.03571428571428571	0.5343257807232763
375444	Experimental	0.38560869632552597	0.03571428571428571	0.5343257807232763
100616284	Experimental	-1.350591982638185	0.03571428571428571	0.5343257807232763
10089	Experimental	-1.0476245179565833	0.03571428571428571	0.5343257807232763
254100	Experimental	1.0168886622668007	0.03571428571428571	0.5343257807232763
693197	Experimental	-1.374030604954587	0.03571428571428571	0.5343257807232763
64388	Experimental	-1.789592706424428	0.03571428571428571	0.5343257807232763
116071	Experimental	1.7558815160753538	0.03571428571428571	0.5343257807232763
10468	Experimental	-1.0157694303570843	0.03571428571428571	0.5343257807232763
10938	Experimental	-0.6396126028238514	0.03571428571428571	0.5343257807232763
8988	Experimental	-3.176989676397278	0.03571428571428571	0.5343257807232763
105378969	Experimental	-2.4558125148768997	0.03571428571428571	0.5343257807232763
25824	Experimental	0.7531580787943846	0.03571428571428571	0.5343257807232763
26472	Experimental	-1.4836949104884796	0.03571428571428571	0.5343257807232763
1131	Experimental	0.8388755502096852	0.03571428571428571	0.5343257807232763
187	Experimental	-2.5993440478405585	0.03571428571428571	0.5343257807232763
27122	Experimental	0.5285650985775503	0.03571428571428571	0.5343257807232763
2346	Experimental	-3.986548283439235	0.03571428571428571	0.5343257807232763
56605	Experimental	1.0853494060589848	0.03571428571428571	0.5343257807232763
133746	Experimental	0.9616254366089108	0.03571428571428571	0.5343257807232763
159963	Experimental	-3.098676573869326	0.03571428571428571	0.5343257807232763
105379047	Experimental	-2.382275830778235	0.03571428571428571	0.5343257807232763
63982	Experimental	-1.8933804795204672	0.03571428571428571	0.5343257807232763
338645	Experimental	-4.258836665215393	0.03571428571428571	0.5343257807232763
10553	Experimental	-8.15437156863595	0.03571428571428571	0.5343257807232763
51177	Experimental	-1.2706973298034725	0.03571428571428571	0.5343257807232763
102724557	Experimental	-2.474639949564504	0.03571428571428571	0.5343257807232763
102723403	Experimental	-3.2172170131049915	0.03571428571428571	0.5343257807232763
117194	Experimental	2.5927957404054953	0.03571428571428571	0.5343257807232763
117195	Experimental	-3.6500618043808712	0.03571428571428571	0.5343257807232763
79630	Experimental	-2.2643395631869057	0.03571428571428571	0.5343257807232763
7166	Experimental	-1.0616808424702147	0.03571428571428571	0.5343257807232763
340120	Experimental	-4.011855878357355	0.03571428571428571	0.5343257807232763
107985746	Experimental	-3.259814704368895	0.03571428571428571	0.5343257807232763
120227	Experimental	-0.9166598157207292	0.03571428571428571	0.5343257807232763
23635	Experimental	-2.616135403057711	0.03571428571428571	0.5343257807232763
107984313	Experimental	-2.3731489941127846	0.03571428571428571	0.5343257807232763
3948	Experimental	-3.551691911378845	0.03571428571428571	0.5343257807232763
341019	Experimental	-2.3731489941127846	0.03571428571428571	0.5343257807232763
7490	Experimental	-4.201240350860449	0.03571428571428571	0.5343257807232763
4005	Experimental	-3.2396473995026907	0.03571428571428571	0.5343257807232763
7107	Experimental	0.943837601359378	0.03571428571428571	0.5343257807232763
4811	Experimental	0.8078240700563977	0.03571428571428571	0.5343257807232763
105373212	Experimental	1.692070206022103	0.035770082232490764	0.5343257807232763
392	Experimental	-0.9279036846426341	0.03571428571428571	0.5343257807232763
644634	Experimental	0.8650177786876401	0.03571428571428571	0.5343257807232763
8525	Experimental	-1.4217354872927863	0.03571428571428571	0.5343257807232763
51317	Experimental	0.954779587350446	0.03571428571428571	0.5343257807232763
55343	Experimental	-1.3842474462743568	0.03571428571428571	0.5343257807232763
9537	Experimental	-8.586545185499363	0.03571428571428571	0.5343257807232763
90139	Experimental	-3.889178099841656	0.03571428571428571	0.5343257807232763
3732	Experimental	0.9285981970604565	0.03571428571428571	0.5343257807232763
1130	Experimental	1.0585517223815164	0.03571428571428571	0.5343257807232763
57763	Experimental	0.20028831433606853	0.03571428571428571	0.5343257807232763
24147	Experimental	-1.2103311195663617	0.03571428571428571	0.5343257807232763
8337	Experimental	0.7011136456747354	0.03571428571428571	0.5343257807232763
6506	Experimental	-2.8587173295942008	0.03571428571428571	0.5343257807232763
723790	Experimental	0.6913872810524009	0.03571428571428571	0.5343257807232763
105379034	Experimental	2.2652123289015584	0.035770082232490764	0.5343257807232763
8507	Experimental	-0.5898236439500489	0.03571428571428571	0.5343257807232763
105379028	Experimental	-3.1554549096473785	0.03571428571428571	0.5343257807232763
196394	Experimental	-4.365435186452045	0.03571428571428571	0.5343257807232763
144402	Experimental	0.6966350097990891	0.03571428571428571	0.5343257807232763
107984504	Experimental	1.8133709021521514	0.03571428571428571	0.5343257807232763
341883	Experimental	-3.3735984399686014	0.03571428571428571	0.5343257807232763
51339	Experimental	3.6469560221862576	0.03571428571428571	0.5343257807232763
105370516	Experimental	-3.7593262231197495	0.03571428571428571	0.5343257807232763
57161	Experimental	-8.24452972467339	0.03571428571428571	0.5343257807232763
102723670	Experimental	-3.809313527168542	0.03571428571428571	0.5343257807232763
6443	Experimental	-6.858880878827909	0.03571428571428571	0.5343257807232763
105370503	Experimental	-6.50678485009881	0.03571428571428571	0.5343257807232763
105370504	Experimental	-0.8375023377486105	0.03571428571428571	0.5343257807232763
104548971	Experimental	-2.3808447580298138	0.03571428571428571	0.5343257807232763
5732	Experimental	-3.807991769193361	0.03571428571428571	0.5343257807232763
100288413	Experimental	-6.421065163873284	0.03571428571428571	0.5343257807232763
107986281	Experimental	-4.673594252348818	0.03571428571428571	0.5343257807232763
105370485	Experimental	-3.0845923141120593	0.03571428571428571	0.5343257807232763
378707	Experimental	-2.224665807441341	0.03571428571428571	0.5343257807232763
105377654	Experimental	-1.628419906527107	0.03571428571428571	0.5343257807232763
100506412	Experimental	-1.6785995771384783	0.03571428571428571	0.5343257807232763
105377660	Experimental	-3.027169387198753	0.03571428571428571	0.5343257807232763
105370467	Experimental	1.2762591685379943	0.03571428571428571	0.5343257807232763
54331	Experimental	-5.551307836692564	0.03571428571428571	0.5343257807232763
253152	Experimental	-2.7309371481878584	0.03571428571428571	0.5343257807232763
6495	Experimental	-6.970807117979689	0.03571428571428571	0.5343257807232763
113218481	Experimental	-5.190733456664274	0.03571428571428571	0.5343257807232763
107984711	Experimental	-2.7049064447931097	0.03571428571428571	0.5343257807232763
100506411	Experimental	1.1251534201309492	0.03571428571428571	0.5343257807232763
101060498	Experimental	-2.256783298619003	0.03571428571428571	0.5343257807232763
105378848	Experimental	-1.3855701079295255	0.03571428571428571	0.5343257807232763
317760	Experimental	-4.85368120277032	0.03571428571428571	0.5343257807232763
145241	Experimental	0.7084387867497599	0.03571428571428571	0.5343257807232763
646548	Experimental	-1.6785995771384783	0.03571428571428571	0.5343257807232763
