gene_id	condition	log2_fold_change	p_value	p_value_corrected	base_mean
3081	Experimental	1.0360381933716922	2.0122403357965064e-06	0.07923397546232323	0.7180409631250623
163404	Experimental	2.4748611899523283	2.052083296598974e-06	0.0808028318868812	1.4931990619631357
101927413	Experimental	1.9358452488779418	2.0542830422622063e-06	0.08088944907211663	1.1135517403043629
100189407	Experimental	0.9543727518566637	2.064751225540654e-06	0.0813016442568888	0.7052082631217538
338963	Experimental	0.9044029807622832	2.205640343218036e-06	0.08684929415455339	0.7159972778862982
107985193	Experimental	1.1869053774363651	2.224048462315071e-06	0.08757413225211823	0.8024816321619466
105370789	Experimental	0.8889623189221477	2.2616854688456507e-06	0.08905612702126633	0.7211499433970929
51339	Experimental	1.2549270682990816	2.270734832192946e-06	0.08941245475242944	0.8339694844048978
23194	Experimental	0.8839124201715465	2.2838814911702614e-06	0.08993011759632022	0.7234278312887841
107984409	Experimental	0.8839124201715465	2.2838814911702614e-06	0.08993011759632022	0.7234278312887841
105374615	Experimental	0.8839124201715465	2.2838814911702614e-06	0.08993011759632022	0.7234278312887841
107986811	Experimental	0.8839124201715465	2.2838814911702614e-06	0.08993011759632022	0.7234278312887841
4104	Experimental	1.1352995751531403	2.3057821958923246e-06	0.09079247974545618	0.8006976792776119
3055	Experimental	1.1750626775908024	2.3458391930622813e-06	0.09236976406602039	0.8208039222732053
181	Experimental	1.7960721210202883	2.381998295994862e-06	0.09379356490309368	1.1234324464794294
100507244	Experimental	1.1280069461604543	2.3898980046464527e-06	0.09410462383095872	0.813197679277612
166979	Experimental	1.1280069461604543	2.3898980046464527e-06	0.09410462383095872	0.813197679277612
105371229	Experimental	0.9833831125038439	2.435441483836042e-06	0.095897943867528	0.7761416836317703
50804	Experimental	1.029202266867693	2.440699739782238e-06	0.09610499295366541	0.7907821161005288
105369764	Experimental	1.5344275661419038	2.446314140460093e-06	0.09632606559475662	0.9767812660403112
100505536	Experimental	0.9937160469589421	2.501397546027506e-06	0.09849502977237906	0.7899816321619465
153328	Experimental	0.9937160469589421	2.501397546027506e-06	0.09849502977237906	0.7899816321619465
245972	Experimental	2.4167921528842133	2.520953511849097e-06	0.09926506548257004	1.6086136948121523
105377971	Experimental	1.1681158730452628	2.541885360366649e-06	0.10008927794979716	0.8529435000787922
79933	Experimental	2.729662250739946	2.5426417067573905e-06	0.10011905984527901	1.9391795216366268
221981	Experimental	1.000345501924266	2.5601793995507967e-06	0.10080962403671218	0.8014981632161945
105379091	Experimental	1.000345501924266	2.5601793995507967e-06	0.10080962403671218	0.8014981632161945
6531	Experimental	1.0367256219743113	2.59695249754591e-06	0.10225760154336776	0.8187815906000862
100189347	Experimental	2.6624614016170995	2.597938927653571e-06	0.10229644321528701	1.8661756493199417
3593	Experimental	0.9607426091836615	2.599209079386793e-06	0.10234645670993436	0.795675873104936
100874372	Experimental	1.1237516199849094	2.6041951914024635e-06	0.1025427898566634	0.8484278312887842
4500	Experimental	1.83123172538883	2.6092478320184245e-06	0.10274174263355748	1.197023944087454
105376603	Experimental	2.2308951996734505	2.6293666783022546e-06	0.10353394232482958	1.4651689699230146
105372126	Experimental	1.062544764791857	2.6423700758061957e-06	0.10404596410494477	0.8344398025597722
107985561	Experimental	1.0763234756865125	2.65414597710046e-06	0.10450965199430771	0.8408658767809947
23025	Experimental	1.0763234756865125	2.65414597710046e-06	0.10450965199430771	0.8408658767809947
653404	Experimental	0.9085166026808714	2.6883465770340597e-06	0.10585633481729313	0.7938919202206014
100422960	Experimental	0.9636912630880607	2.6928801188593964e-06	0.10603484756020759	0.8111946902499789
474381	Experimental	0.9636912630880607	2.6928801188593964e-06	0.10603484756020759	0.8111946902499789
253935	Experimental	0.9183553852569701	2.6934803282837505e-06	0.10605848140650095	0.7975878751575392
100130075	Experimental	1.6815370243494545	2.701284031907899e-06	0.10636576004040543	1.098427831288784
101927472	Experimental	1.6815370243494545	2.701284031907899e-06	0.10636576004040543	1.098427831288784
102723675	Experimental	0.9004070621117926	2.7547373733243908e-06	0.1084705388120212	0.8014981632161944
102465479	Experimental	0.9207231623915263	2.7595548063877424e-06	0.10866023005632375	0.8083039222732049
407011	Experimental	0.9207231623915263	2.7595548063877424e-06	0.10866023005632375	0.8083039222732049
105369532	Experimental	0.9063215327060961	2.7761636757109087e-06	0.10931422089479274	0.8064664502000671
105369487	Experimental	0.9227297735452632	2.7934105806596613e-06	0.10999333502405483	0.8139981632161946
100131060	Experimental	0.9436629298091848	2.813518001306398e-06	0.11078508481944073	0.8234383626225831
105372278	Experimental	1.0574010537712144	2.831648334535912e-06	0.11149898482068607	0.8629098104828629
100996662	Experimental	1.3282379567326121	2.86312090583136e-06	0.11273824878801562	0.9684897857965734
101928259	Experimental	1.0598695197362045	2.878700050269185e-06	0.11335169317939943	0.8710873459456658
5549	Experimental	1.0055007230282829	2.904059208824316e-06	0.11435023540666626	0.8568334316610235
101926935	Experimental	0.9287704534934278	2.9092595511989165e-06	0.11455500408800853	0.8330672373952188
1370	Experimental	0.9287704534934278	2.9092595511989165e-06	0.11455500408800853	0.8330672373952188
6887	Experimental	0.8389717277530743	2.9258610446429496e-06	0.11520870449386078	0.8083039222732048
79442	Experimental	3.9564590200522782	2.9520951790867633e-06	0.1162416997717204	4.5176538402426765
105376475	Experimental	0.8821259833223176	2.962900837933648e-06	0.11666718339447532	0.8264981632161947
105379418	Experimental	0.8307160280978165	2.9833628788572786e-06	0.1174728967178842	0.8139981632161946
105370921	Experimental	1.002342213530422	3.0246399717522026e-06	0.11909822352771474	0.873888352313311
105375426	Experimental	0.8872197599558272	3.028903867684929e-06	0.11926611869396177	0.8374910634656998
105373031	Experimental	0.8872197599558272	3.028903867684929e-06	0.11926611869396177	0.8374910634656998
102723692	Experimental	1.8990376100028836	3.0330125142306952e-06	0.11942790076034786	1.3359278312887843
54097	Experimental	0.804828797921707	3.0379800571855484e-06	0.11962350273173815	0.8139981632161944
105371018	Experimental	0.804828797921707	3.0379800571855484e-06	0.11962350273173815	0.8139981632161944
51473	Experimental	0.9036211441938762	3.038375004446862e-06	0.11963905417509964	0.8439423992184713
204801	Experimental	1.7097823574226925	3.062025963260354e-06	0.12057033432933971	1.2275563732886943
107984158	Experimental	0.8841735621135205	3.0986183506300766e-06	0.12201119617440989	0.8464026671345363
107984237	Experimental	0.7116166499334428	3.1131368944402552e-06	0.12258287835547949	0.7975878751575395
102465469	Experimental	0.6976121204660971	3.128040681625389e-06	0.12316972987968132	0.7956758731049361
346606	Experimental	1.213552079402944	3.140559442037889e-06	0.12366266858968393	0.9684897857965735
105375191	Experimental	1.1886827919892025	3.1543938435940806e-06	0.12420741198536052	0.9609278312887841
100129434	Experimental	0.7220951397801582	3.172306494925889e-06	0.1249127405442018	0.808303922273205
112267957	Experimental	0.7220951397801582	3.172306494925889e-06	0.1249127405442018	0.808303922273205
105373105	Experimental	1.4767180384475806	3.1753262028421577e-06	0.1250316445631128	1.0885517403043627
100616367	Experimental	0.7820991379692026	3.1815047472111656e-06	0.12527493092618686	0.8268219721334645
105374651	Experimental	0.6927967732623297	3.1829174071144792e-06	0.12533055582253974	0.8014981632161944
8174	Experimental	0.6927967732623297	3.1829174071144792e-06	0.12533055582253974	0.8014981632161944
81872	Experimental	3.355390646546809	3.1929413317405555e-06	0.1257252578786161	3.2045275033275535
140453	Experimental	0.7551507791208282	3.1954491366968064e-06	0.12582400520657344	0.820803922273205
101929151	Experimental	1.127027808263061	3.2083674982037585e-06	0.1263326786092712	0.9456758731049363
84249	Experimental	0.675220433632916	3.234487361561291e-06	0.1273611743488374	0.8032821161005291
105376957	Experimental	1.081710138062779	3.237923044985045e-06	0.1274964578193311	0.9333039222732054
5024	Experimental	0.7546895620865174	3.253903693553717e-06	0.12812571183737115	0.8283658767809945
4110	Experimental	0.7546895620865174	3.253903693553717e-06	0.12812571183737115	0.8283658767809945
3002	Experimental	2.007204560011129	3.2595833731965792e-06	0.12834935490298852	1.46143989476447
107986489	Experimental	0.7383481576340913	3.277105283278607e-06	0.12903929763437844	0.8266343679009887
389633	Experimental	1.029812031539176	3.2812380506330027e-06	0.12920202948172513	0.9209294574365359
100188997	Experimental	0.6416185556135637	3.2930736713392305e-06	0.12966806888265353	0.8014981632161944
105378240	Experimental	0.5896565073827018	3.3042792689507064e-06	0.13010930049420302	0.7889981632161944
105371497	Experimental	0.857215111842857	3.3425573412472893e-06	0.13161653786895328	0.8714018076437952
6066	Experimental	1.1103400161909591	3.3609541950470176e-06	0.13234093238417136	0.9621538435756127
3157	Experimental	-4.645389191083435	3.3721344971532803e-06	0.13278116795990758	16333.930534997919
105379100	Experimental	1.1082622868463303	3.3802120585503645e-06	0.13309923001747914	0.964192767115847
105376579	Experimental	1.2292017582114418	3.3849071697886246e-06	0.13328410471759689	1.0129590658802319
100131289	Experimental	1.4059797995985395	3.4005758671427106e-06	0.13390107534461138	1.0934897857965735
57582	Experimental	1.4059797995985395	3.4005758671427106e-06	0.13390107534461138	1.0934897857965735
105378199	Experimental	0.930151550572204	3.424200928789673e-06	0.13483133577202217	0.9063919202206014
146336	Experimental	1.363315308995515	3.4760583101651255e-06	0.13687327202106198	1.0859278312887841
128876	Experimental	1.0860507934529011	3.4863739549611113e-06	0.1372794608505487	0.9711201436267196
54538	Experimental	3.0280682286773057	3.513835773519625e-06	0.13836079741810875	2.7589234673510994
11317	Experimental	1.7440262313127026	3.516288307016934e-06	0.1384573683770988	1.339190896104905
105373938	Experimental	0.6555363334983844	3.5251241019396704e-06	0.13880528663797645	0.834052247688831
102466912	Experimental	0.9759885351200225	3.5295380868079662e-06	0.13897909170615047	0.9366607701411147
339768	Experimental	0.5784868072725444	3.535857685689482e-06	0.13922793223170904	0.8139981632161944
50939	Experimental	1.0455183491005462	3.5719076053584267e-06	0.1406474338685934	0.9678858241387541
389118	Experimental	1.0579688774424743	3.586305853519219e-06	0.14121437928817276	0.9745898124825142
102465522	Experimental	0.9771447386138266	3.6061986083386306e-06	0.1419976764019419	0.9474896526687976
345630	Experimental	0.7738540650345747	3.607168774406455e-06	0.14203587766102857	0.8794630697136712
50846	Experimental	0.7738540650345747	3.607168774406455e-06	0.14203587766102857	0.8794630697136712
113218510	Experimental	0.7738540650345747	3.607168774406455e-06	0.14203587766102857	0.8794630697136712
102724449	Experimental	0.5528379811392933	3.610427060582377e-06	0.14216417593749167	0.8158658767809944
107984888	Experimental	0.5743233060191794	3.625456917494385e-06	0.1427559915832589	0.8234278312887839
105374494	Experimental	0.6680819736952552	3.633915176609472e-06	0.14308904399417458	0.8508542276946707
100289211	Experimental	0.9032454221298146	3.6374219453439203e-06	0.14322712651986222	0.925697679277612
221481	Experimental	0.5416818433526248	3.657975728391105e-06	0.14403645228112816	0.8183886903909435
105375534	Experimental	1.5074095515490675	3.6591939120439775e-06	0.14408441948064366	1.2278356931886973
3010	Experimental	0.9838920631463322	3.6597257521238838e-06	0.14410536121563006	0.9571496431412825
107984242	Experimental	3.3794425826326218	3.6732663707064405e-06	0.1446385366129368	3.51386151284331
114655	Experimental	0.5246059195467264	3.6748885810230585e-06	0.14470241276636395	0.8157821161005293
100616404	Experimental	0.855022886441136	3.6869099724008846e-06	0.14517576707325724	0.915782116100529
105379720	Experimental	0.5171568964637	3.6929003695688523e-06	0.14541164495214312	0.8158658767809946
63914	Experimental	0.5171568964637	3.6929003695688523e-06	0.14541164495214312	0.8158658767809946
10692	Experimental	0.5055719349443626	3.7190979502599553e-06	0.146443200889436	0.8157821161005288
5669	Experimental	1.6220910066189687	3.71929907195192e-06	0.1464511202571788	1.3032821161005295
100616208	Experimental	0.5917815240212825	3.733293119086424e-06	0.14700214985714705	0.8408215882931912
101927483	Experimental	1.1116963027040234	3.743200528910526e-06	0.14739226402638086	1.017501606141642
284541	Experimental	0.5721583431809132	3.78076257748065e-06	0.14887130725087808	0.8408215882931911
80310	Experimental	0.7280758692945837	3.7895102870545693e-06	0.14921575706306073	0.8876596910784863
646862	Experimental	0.5062503503399892	3.829545941199066e-06	0.15079220098065443	0.8283658767809946
101929372	Experimental	0.7685849862391129	3.853292911841013e-06	0.15172726169665174	0.9081758731049359
3083	Experimental	0.9032122811423967	3.863074703063387e-06	0.15211242950782392	0.9548163937408816
3290	Experimental	0.8375279554416739	3.872692276282793e-06	0.15249113107091125	0.9333039222732051
107985695	Experimental	1.1964020172909573	3.882802601281111e-06	0.152889235228045	1.0725878751575397
8339	Experimental	1.0370107754836033	3.883884326167557e-06	0.15293182922717372	1.0071746713134369
474382	Experimental	0.4732707075375606	3.900138406944068e-06	0.15357184991182962	0.8274050023320968
107987100	Experimental	0.48606925314750105	3.9051936410626605e-06	0.15377090481048333	0.8313510422048049
100616359	Experimental	1.4525653944412338	3.908539886428009e-06	0.1539026665679893	1.1984278312887842
4829	Experimental	0.7705988387981244	3.9365943914328485e-06	0.15500734075705985	0.9188919202206015
105372863	Experimental	0.8484498758542444	3.958017976388584e-06	0.15585091583827687	0.9475878751575396
101928165	Experimental	1.430371326333971	3.9692505784942305e-06	0.15629321077878883	1.2380544591109621
101929579	Experimental	0.7427225695993898	4.028677463689695e-06	0.15863320381024543	0.920803922273205
105377138	Experimental	2.23234689921884	4.049701628980533e-06	0.15946105134273747	1.8635074518165593
105371688	Experimental	0.7838789605758708	4.061379000923548e-06	0.1599208595403656	0.9381976792776119
105377308	Experimental	0.5857824135292106	4.095235599200658e-06	0.16125399695412512	0.8801404973854352
107983976	Experimental	1.075638972151303	4.095483304268064e-06	0.1612637505888593	1.0506976792776122
654816	Experimental	0.4924033955051526	4.131099206896917e-06	0.16266616237077303	0.8575532654450277
100616452	Experimental	0.44287232149679306	4.135542865110709e-06	0.1628411358565993	0.8446195806919925
282808	Experimental	0.6672301312635491	4.143253750201889e-06	0.16314475966794958	0.9100878751575394
387264	Experimental	2.3303625932677474	4.149295792698507e-06	0.1633826711332964	1.9853976476964872
693178	Experimental	1.0986807711773143	4.149471225550488e-06	0.16338957897727602	1.0674023092432323
729974	Experimental	0.5090215401571263	4.157818832565891e-06	0.16371827435111452	0.8650249360441542
25884	Experimental	0.7343784198503243	4.157936746332091e-06	0.16372291732357241	0.9331758731049362
101928032	Experimental	0.44729512269259025	4.185437647710923e-06	0.1648057928162653	0.8510464955935658
105373218	Experimental	1.0980526841459772	4.196792347812188e-06	0.16525289548745273	1.0733835428009804
340895	Experimental	0.8328564772437401	4.1981108795352815e-06	0.16530481399258123	0.9712590960758656
222659	Experimental	0.4322631521009683	4.202797783042132e-06	0.165489365505067	0.8488409622425392
102723316	Experimental	0.6840190529467045	4.241795015874684e-06	0.16702492054508158	0.9264981632161946
100506328	Experimental	1.0690029215454593	4.247064468318825e-06	0.16723241050452203	1.067764285972012
107986600	Experimental	0.7200267753116194	4.2659663312957765e-06	0.16797669026110248	0.9408658767809942
693164	Experimental	0.6152697278695746	4.287187613415411e-06	0.16881229946584522	0.9100878751575393
340277	Experimental	1.3537881836192898	4.290668586244054e-06	0.1689493662519459	1.2051498296653291
91584	Experimental	1.3455023640449102	4.307557561395997e-06	0.16961438653752878	1.2033658767809947
100653515	Experimental	0.8162568835352134	4.311630221595972e-06	0.169774751605563	0.978821050583655
51286	Experimental	1.1566783500627957	4.3646689264725275e-06	0.17186320364878224	1.1210415996858658
79953	Experimental	0.7453277319742777	4.375255787500248e-06	0.17228007188860975	0.9616817311602113
102465452	Experimental	0.9855116421136444	4.397044893718025e-06	0.17313803973504097	1.0526323982885282
1297	Experimental	0.6458919023075363	4.412544248608907e-06	0.1737483423332243	0.9333039222732048
105372782	Experimental	0.6458919023075363	4.412544248608907e-06	0.1737483423332243	0.9333039222732048
100302128	Experimental	0.6458919023075363	4.412544248608907e-06	0.1737483423332243	0.9333039222732048
104326055	Experimental	0.7228331847199023	4.45181782673306e-06	0.17529477874544097	0.9627117841731185
112268202	Experimental	0.5590410830095465	4.47486231508206e-06	0.17620217851867118	0.9131976792776121
340198	Experimental	1.3234064123761844	4.493984415375438e-06	0.17695513033982324	1.2184897857965735
161502	Experimental	0.9791408897492863	4.510855793493906e-06	0.17761945772461604	1.0639981632161946
105374259	Experimental	1.8996791798206183	4.534075560506815e-06	0.17853375927051635	1.6733420664010248
729956	Experimental	0.6504569200665539	4.552435974367077e-06	0.17925671892667802	0.9499127402761431
1113	Experimental	1.4055839691428924	4.5610474693963625e-06	0.17959580515495116	1.3158658767809948
101928205	Experimental	1.626624830294452	4.577551418481937e-06	0.18024566465414474	1.4533215882931911
105378260	Experimental	0.5219692881388324	4.588936023417195e-06	0.18069394485807547	0.9139981632161945
107985311	Experimental	1.2757919757290204	4.614539444243665e-06	0.18170210515653856	1.2109278312887841
105371581	Experimental	0.953901481547485	4.6267548659511125e-06	0.18218309960169102	1.067764285972012
84229	Experimental	0.589442244718192	4.65001049545505e-06	0.18309881326903804	0.9408658767809948
1158	Experimental	0.586709450911245	4.705731601554058e-06	0.18529288754279258	0.9458039222732053
338817	Experimental	0.5749270058801754	4.743642509586105e-06	0.18678566745746247	0.946025626094448
101928569	Experimental	0.4417559634816166	4.763288269673337e-06	0.18755923890665732	0.908175873104936
283537	Experimental	0.49444653414464734	4.793194021822386e-06	0.18873680780327828	0.9264981632161945
7932	Experimental	0.56670337500573	4.809678064059029e-06	0.18938588345038831	0.9502117841731187
107985306	Experimental	1.5676999175117412	4.865192605740726e-06	0.1915718240436468	1.4604363854389268
100616306	Experimental	0.5809236388435413	4.868708055740071e-06	0.19171024840282103	0.9607119671455485
25891	Experimental	0.9153965128117587	4.8729273370343505e-06	0.1918763868230646	1.0809897857965733
63876	Experimental	0.48506480136511704	4.890088026980748e-06	0.19255210615039392	0.933303922273205
101928180	Experimental	0.43865708974558143	4.90042086752259e-06	0.1929589720795695	0.9206758731049361
285103	Experimental	0.9189617669029898	4.9032166745099384e-06	0.19306905977550334	1.0858835428009805
107985969	Experimental	0.47688749994308294	4.914898997683395e-06	0.19352906293278138	0.9333039222732048
10661	Experimental	2.3548914735760103	4.9264281388012535e-06	0.19398303439343817	2.2246052530981473
390213	Experimental	0.46357910347926745	4.955380315335181e-06	0.1951230552966381	0.9333039222732048
50831	Experimental	1.1772229252240778	4.964231084669605e-06	0.19547156318995038	1.2077294501931044
5148	Experimental	1.3291809901363285	4.965848876796169e-06	0.19553526537272597	1.3309897857965736
107987267	Experimental	0.8707849432764573	4.973867418311381e-06	0.19585100346342896	1.0746464627472314
26821	Experimental	0.3485440866501811	4.975767525376534e-06	0.1959258220792264	0.9024816321619464
102465538	Experimental	0.3485440866501811	4.975767525376534e-06	0.1959258220792264	0.9024816321619464
107984940	Experimental	1.4636879877625886	4.976542451883704e-06	0.19595633558537273	1.4113351830536314
345274	Experimental	0.5167409600151758	4.99624341482285e-06	0.19673208070206455	0.9533658767809947
84868	Experimental	0.8008854276126259	5.000516327196441e-06	0.19690033089968706	1.0506976792776124
105379484	Experimental	0.4038422049075548	5.005604052973011e-06	0.1971006651898653	0.9207596337854016
23090	Experimental	5.300369842681162	5.007820256370281e-06	0.19718793041483618	15.06633969315489
346171	Experimental	0.766876657364947	5.018414036966401e-06	0.197605071119589	1.0399816321619462
342931	Experimental	0.80021720011165	5.019330048454931e-06	0.19764113998796137	1.0524816321619466
7012	Experimental	0.8152137732920739	5.019529016286758e-06	0.1976489745453074	1.0581758731049362
646383	Experimental	0.43969313281362615	5.027885364086216e-06	0.19797801409625884	0.9332596337854016
8631	Experimental	0.41079227002220536	5.036650444464103e-06	0.19832314790121852	0.9256976792776118
102466911	Experimental	0.42209076651681254	5.04913820888418e-06	0.19881486611302346	0.930149829665329
