gene_id	condition	log2fold_change	p_value	p_value_corrected	base_mean
2700	Experimental	0.42921038674286166	0.03210914544570143	0.25322045084517114	79.33333333333336
3949	Experimental	-1.1137165143407133	0.03220265517063793	0.25388737433502007	3323.6666666666674
440288	Experimental	0.2542816846282654	0.03220660897001791	0.25388737433502007	74.66666666666667
728975	Experimental	0.06081103179174513	0.0322389929343785	0.254091790589289	70.00000000000001
55062	Experimental	1.6428081814387503	0.03231251164609407	0.25462026387364417	138.66666666666669
91355	Experimental	0.7484013113954742	0.032346316743913674	0.25481759987480584	90.33333333333333
83547	Experimental	1.020447448907328	0.03235049730226926	0.25481759987480584	101.66666666666669
84446	Experimental	1.4814791168075279	0.03236133155534763	0.25485195826467366	127.33333333333337
3106	Experimental	1.3710626167689286	0.03237212309224293	0.254885966582715	120.33333333333333
100507599	Experimental	0.2167531943067925	0.03240186757631998	0.25506915987308587	74.00000000000001
107987072	Experimental	0.5108890139031727	0.032436068319331275	0.2552873528167076	82.33333333333334
2564	Experimental	0.5089880776299325	0.03246809185321751	0.2554883263014174	82.33333333333336
54800	Experimental	1.9290066730019866	0.03253812147658488	0.2559882260263749	164.00000000000003
56063	Experimental	0.18098290384166307	0.03256186508171312	0.25612385126998316	73.33333333333334
400986	Experimental	0.21701967617271611	0.03265898393857984	0.25678517403464857	74.33333333333334
5890	Experimental	0.06406674470478795	0.032656767056609144	0.25678517403464857	70.66666666666669
63920	Experimental	0.37696009199313074	0.03266600474274528	0.2567891001697621	78.66666666666667
6487	Experimental	0.6859813987263992	0.032691620024980064	0.2569391676853523	88.66666666666669
83439	Experimental	0.5951135682725391	0.03278687329741061	0.2576363845457673	85.66666666666669
55160	Experimental	1.4015457611515836	0.03281530451197634	0.2578083460621669	123.33333333333336
81790	Experimental	0.31585876912904604	0.0328495776764022	0.25802612618911097	77.33333333333336
389072	Experimental	1.038608744280738	0.03290847932374828	0.2584372321204452	103.66666666666669
445577	Experimental	0.018069378019770984	0.03291559871983062	0.25844159824367907	70.00000000000001
3133	Experimental	1.1823906315390826	0.032923657329263285	0.25845333552573185	3670.6666666666674
100422894	Experimental	0.7003997361911327	0.03296439528358676	0.2587215524589421	89.66666666666669
339761	Experimental	0.14528398677639567	0.032980694486189996	0.2587978928035507	73.00000000000001
256471	Experimental	0.05996034355614897	0.03299215210687527	0.25883621864122747	71.00000000000001
84750	Experimental	0.8617451008851837	0.033169531171818506	0.2601759879325748	96.33333333333336
80325	Experimental	1.5458597824258324	0.033184341212938916	0.2602403145988215	134.00000000000003
112268419	Experimental	0.27217414141321045	0.03324716153405312	0.260681049893444	76.66666666666669
9902	Experimental	1.527667277671647	0.03329128470460544	0.26097504012115147	133.00000000000003
200035	Experimental	0.21602945992306888	0.0333012045623961	0.26100084212756947	75.33333333333336
670	Experimental	0.6167514495685147	0.03334606294214803	0.2613004128179146	87.33333333333336
375287	Experimental	0.07376427047072316	0.03345171294662752	0.2620761339009959	72.00000000000001
11320	Experimental	0.8523772352648942	0.033553844870606565	0.262823989581262	96.66666666666667
57214	Experimental	0.9739603871392133	0.03357035075559317	0.26290098077809004	102.00000000000001
84947	Experimental	0.09716966574488212	0.0335796137955764	0.26292123142068324	72.66666666666667
101927999	Experimental	0.4909429835025547	0.03364893562964511	0.2634116281019694	83.66666666666667
151534	Experimental	0.3334704861317451	0.03368586743059863	0.26364832358323426	79.00000000000001
22807	Experimental	0.10076020749076929	0.033715274604450805	0.2638260438841126	73.00000000000001
158135	Experimental	1.172962256503333	0.03379244470114982	0.264324851520158	112.33333333333336
23507	Experimental	0.9347531476278973	0.03379073542694232	0.264324851520158	100.66666666666667
11159	Experimental	0.07398990541387573	0.03391604298247878	0.2652271322154454	72.66666666666669
266747	Experimental	0.285113666846126	0.03392126772239392	0.2652271322154454	78.00000000000001
80017	Experimental	0.8219735322082622	0.0340513984290644	0.2661497537119617	96.33333333333336
441869	Experimental	0.8217377237058966	0.03405616879865734	0.2661497537119617	96.33333333333336
166793	Experimental	0.09614379754953778	0.03405954411201176	0.2661497537119617	73.33333333333336
27113	Experimental	1.9003991077759932	0.03410083093316628	0.26641950770324513	166.6666666666667
100133161	Experimental	0.5267318805249951	0.03417770923732504	0.26696716503251555	85.66666666666669
60686	Experimental	1.202394854378643	0.034269219571539694	0.26762887541629254	115.00000000000001
65986	Experimental	1.4603625348024405	0.034300207700733325	0.26781776292367154	131.00000000000003
7529	Experimental	-0.5652130670017623	0.03434618059362261	0.2681235541345131	6648.0
54993	Experimental	0.6243171167695325	0.03437653913290645	0.26830735478638734	89.33333333333336
10514	Experimental	-0.6037634157401494	0.03450867128933771	0.2692852637116452	6067.666666666668
102724770	Experimental	0.6380097957610535	0.034676096318726694	0.27053813525781306	90.33333333333333
23149	Experimental	1.1777104072737876	0.03473424331748039	0.27093810714522737	114.66666666666669
954	Experimental	1.5818711744007372	0.03475063123944614	0.27101225107633814	141.00000000000003
7056	Experimental	0.9362810869968118	0.03478515680646354	0.2712277889923383	102.66666666666669
151651	Experimental	0.06330665333213523	0.03491443899871039	0.27218193427305887	73.66666666666669
134728	Experimental	0.08779055367856042	0.034930073995819544	0.2722499195683671	74.33333333333336
11062	Experimental	0.1583914670100852	0.03507342930678641	0.27325907249387055	76.33333333333334
9586	Experimental	1.063060943119922	0.035071967888301366	0.27325907249387055	109.33333333333333
406988	Experimental	0.8149490401191313	0.035120853495966435	0.2735744267571067	98.00000000000001
4826	Experimental	0.007862402448884616	0.035153770806905155	0.2737766770752962	72.66666666666669
151887	Experimental	0.9274357944161005	0.03516747006595609	0.27382920730019517	103.0
5463	Experimental	0.3909486180224291	0.03523168734497011	0.27427499424585666	83.00000000000001
105369782	Experimental	0.44023558235397114	0.035325279674081424	0.2749492414403301	84.66666666666669
343637	Experimental	1.010420001424958	0.035376604391375216	0.2752943032637926	107.33333333333336
57463	Experimental	0.6320987444749664	0.035404224591452337	0.2754548009312443	91.33333333333336
100289561	Experimental	0.035040793075449	0.035427334256527276	0.2755801488907582	73.66666666666669
8398	Experimental	0.5538222870653736	0.03547429096385922	0.27589091072346844	88.66666666666667
7292	Experimental	0.027555014969046138	0.035538638088038844	0.276282213890349	73.66666666666669
7436	Experimental	0.9833859170954038	0.03553267527070157	0.276282213890349	106.33333333333336
203228	Experimental	0.7060287147049917	0.03572158737594226	0.277649669268674	94.66666666666669
4629	Experimental	0.49169598185860136	0.03575999160021185	0.2778933154233159	87.00000000000001
6843	Experimental	0.4880457065324776	0.035826996532366706	0.2783590796090117	87.00000000000001
162655	Experimental	0.005023014438115608	0.035969485815577934	0.27941102258319134	73.66666666666669
55345	Experimental	0.5100674028091011	0.03600874946747381	0.2796608518799307	88.0
54587	Experimental	0.42744602482933164	0.03604676700942593	0.27990090667780626	85.33333333333333
90673	Experimental	1.111296158255045	0.03610419065601139	0.28029152430423987	114.00000000000001
105371743	Experimental	0.07711197309561411	0.03613040095408692	0.2804397137725461	75.66666666666669
23461	Experimental	0.22644386756596993	0.03618935539535597	0.28084195073857643	79.66666666666669
901	Experimental	2.256005354122975	0.03623978251886683	0.2811778672833301	217.33333333333337
375616	Experimental	0.8500459489847091	0.03630320133941378	0.28155896315555584	101.66666666666669
1183	Experimental	0.20846008261397647	0.0362992724096471	0.28155896315555584	79.33333333333336
84740	Experimental	0.157453749509496	0.03637771019925543	0.28208127546393896	78.00000000000001
103344931	Experimental	0.43891770998790514	0.03644231735655398	0.28252661709621374	86.33333333333336
5264	Experimental	0.9926665939871637	0.03648700667381144	0.2828173966118109	108.66666666666669
102723859	Experimental	0.36197768002614344	0.03649778601940146	0.28284527106867774	84.00000000000001
6136	Experimental	0.29245386185447175	0.03650811431526278	0.2828696397634371	12998.0
57451	Experimental	0.4851523784577045	0.03653998693638749	0.2830608942764497	88.00000000000001
64172	Experimental	0.6055913114453002	0.03660352395969611	0.28349731696243	92.33333333333336
56413	Experimental	0.11763246698401503	0.03663562808646435	0.2836397544748123	77.33333333333336
63915	Experimental	0.17022231962818923	0.036636321395238106	0.2836397544748123	78.66666666666669
132949	Experimental	0.5288667306547806	0.036653745152852926	0.2837188655668836	89.66666666666667
5627	Experimental	1.3702903363968744	0.036734385834416995	0.28428718093867994	131.00000000000003
375061	Experimental	0.5803314077735593	0.03675790901418403	0.2844133278330733	91.66666666666669
51277	Experimental	0.08197455968107421	0.03681706187276023	0.28481505467618995	76.66666666666667
1660	Experimental	-0.7982788739761577	0.036912850786980346	0.28549998283011946	4544.333333333335
56666	Experimental	1.2847501164351343	0.03696983438994384	0.285884563813517	126.00000000000001
84221	Experimental	0.03223151201348736	0.03701308600769102	0.2861628263575185	75.66666666666669
100506083	Experimental	0.3764525644362254	0.03711264971933849	0.2868762652824249	85.33333333333336
101927682	Experimental	0.023537485093942555	0.03714825676737035	0.2870951439591708	75.66666666666669
9940	Experimental	0.14188282617271653	0.037188062238592015	0.28731523727782327	78.66666666666669
29799	Experimental	0.15330261213479282	0.03719132884003112	0.28731523727782327	79.00000000000001
2774	Experimental	0.15156871993727036	0.037219812215888964	0.2874788791315896	79.00000000000001
171220	Experimental	0.47990521457870855	0.03730316044035187	0.28806613953702587	89.00000000000001
80817	Experimental	0.04353352814647829	0.037320639760158036	0.288144610038428	76.33333333333336
140680	Experimental	0.7816226110741681	0.03739716184983103	0.2886788168984408	100.66666666666669
1131	Experimental	0.39335654024632366	0.037421230978972264	0.2888079951054512	86.33333333333333
1326	Experimental	0.379378781136767	0.03749661939517146	0.28933311489403707	86.00000000000001
100652999	Experimental	0.6366303086775762	0.03751784408497242	0.28944017019785934	95.00000000000001
5600	Experimental	1.0272750737340361	0.037622012541239785	0.29018694727205835	112.66666666666669
107987269	Experimental	0.07878857532700094	0.03763414461987004	0.29022367382530406	77.66666666666669
8444	Experimental	0.7730822491613718	0.037795507925223217	0.2914109888513	101.00000000000001
118812	Experimental	0.8838143508994678	0.0378264664286385	0.2915898094260591	106.0
3425	Experimental	0.9395085391744863	0.03783351118340451	0.2915898094260591	108.6666666666667
56241	Experimental	1.6111383195144922	0.037849691277777486	0.29165742539212647	152.00000000000003
54509	Experimental	0.6385228617245284	0.037877351721574706	0.2918134614339123	95.66666666666667
3569	Experimental	1.3630341272675406	0.03804363387933372	0.29303719241640147	133.66666666666669
152485	Experimental	0.414801315054532	0.03807170536065592	0.29313873098967297	88.00000000000001
138429	Experimental	0.4150336752804348	0.03806733012049763	0.29313873098967297	88.0
54830	Experimental	0.05314374756229469	0.03814274961723264	0.29362833019123213	77.66666666666669
100310756	Experimental	1.203804749104781	0.03815334406457895	0.2936524776948516	123.6666666666667
93145	Experimental	1.2989619058859831	0.03816525333776313	0.29368673352115715	129.66666666666669
4133	Experimental	1.2922044909239612	0.03821149424493809	0.2939851108614073	129.33333333333334
389524	Experimental	0.4390162771985883	0.03822365887971943	0.29402125259774026	89.0
100533496	Experimental	0.6403786128097052	0.038237889376980284	0.29407326798983896	96.33333333333336
333	Experimental	1.552322883065809	0.03827585224755807	0.2943077442100852	148.33333333333337
284129	Experimental	0.8059214730951992	0.038308034292991136	0.29444020267827814	103.33333333333336
2256	Experimental	1.6313652968675776	0.03830496269942516	0.29444020267827814	155.00000000000003
8927	Experimental	1.2717940422337557	0.03834994595147498	0.2947048149463854	128.33333333333334
79639	Experimental	0.0546125785541795	0.03841125879086149	0.29511838559004133	78.00000000000001
728262	Experimental	0.6482542846403432	0.03847057131025578	0.29545878991859403	97.00000000000001
203274	Experimental	0.5332831804380165	0.0384658395043977	0.29545878991859403	92.66666666666669
101927393	Experimental	0.03324311546882669	0.03856129513815778	0.2960978075975235	77.66666666666669
160335	Experimental	0.3185912676871596	0.038581839935132145	0.29614006418825795	85.66666666666669
101928344	Experimental	0.39212610716967283	0.038574323261172355	0.29614006418825795	88.00000000000001
100129480	Experimental	0.17984017477138503	0.0386252984962587	0.29641585530864994	81.66666666666669
105376781	Experimental	0.36581048150151946	0.038705186909009516	0.2969710521685812	87.33333333333336
112268458	Experimental	1.2016137940250193	0.03882577330760503	0.29783823295543654	125.00000000000001
163259	Experimental	0.8181374105580315	0.03893900950296177	0.2986487024130547	105.0
83943	Experimental	0.43635907214410025	0.038959043104837505	0.2987441638356537	90.00000000000001
27092	Experimental	1.6002518206951817	0.03913968661745029	0.3000709307337856	154.66666666666669
3663	Experimental	1.1861612138983355	0.03926138333924562	0.30094534365702463	125.00000000000001
219699	Experimental	1.7005168932312453	0.03927290189743816	0.3009750457597362	164.00000000000003
80862	Experimental	0.26205767956976533	0.039323550289469114	0.30130455656706284	85.00000000000001
10325	Experimental	0.37415992587983243	0.039434518729233585	0.30209603297321047	88.66666666666667
100130557	Experimental	0.02580898428083007	0.03947244493941238	0.3023277556767753	78.66666666666669
643224	Experimental	0.5937476735352811	0.039572500277962254	0.3030351557652745	96.66666666666667
84898	Experimental	0.15398408633870295	0.03963809031675987	0.3034784064384088	82.33333333333333
7291	Experimental	0.9236582823274344	0.039664895095145605	0.30362459355879734	111.33333333333336
5270	Experimental	0.4515681216002284	0.039706506368316	0.30388404174126543	91.66666666666669
90826	Experimental	0.0516666271957273	0.039734660826496224	0.30404042065762055	79.66666666666669
9480	Experimental	0.5042133971857369	0.0397878674254956	0.3042977631584271	93.66666666666669
1434	Experimental	-0.9716921580171447	0.03979147659748936	0.3042977631584271	3694.0000000000014
718	Experimental	2.020681692312143	0.0397812666021373	0.3042977631584271	200.33333333333337
55529	Experimental	0.6073039621468523	0.03986695158978795	0.30481574481543505	97.66666666666669
7789	Experimental	0.4819856882291176	0.03988408405569458	0.3048875351925897	93.00000000000001
148327	Experimental	0.27408291379940236	0.040024421250609364	0.305900933843943	86.33333333333336
7569	Experimental	0.0594890715578161	0.04009575791762158	0.3063866803346143	80.33333333333336
548596	Experimental	0.7319383710544329	0.04018431011402835	0.306944208545098	103.33333333333336
132864	Experimental	0.8423675990809273	0.040184157747086335	0.306944208545098	108.33333333333336
7296	Experimental	0.6563805921690002	0.040222105130492576	0.30713055396211253	5908.000000000001
222255	Experimental	0.10347989600040668	0.040224305840679965	0.30713055396211253	81.66666666666669
7059	Experimental	1.231419250893032	0.040257146202449294	0.30732171168430467	130.00000000000003
105378460	Experimental	0.2181808834635148	0.04029769315309136	0.3075716157387334	85.00000000000001
56898	Experimental	0.7640794245637534	0.0403335028045149	0.3077852725640656	105.00000000000001
101752400	Experimental	0.4623108736109767	0.040356097152267324	0.30788508576236207	93.0
150864	Experimental	0.5260229603537149	0.04036222096468186	0.30788508576236207	95.33333333333333
101927655	Experimental	0.40214022547065303	0.04040236278537999	0.30810825904233613	91.00000000000001
3660	Experimental	1.2570268993303528	0.04040712743027793	0.30810825904233613	132.00000000000003
374443	Experimental	0.2307092737477045	0.040447373938294194	0.3083554300472937	85.66666666666669
57561	Experimental	1.3380350771723346	0.040468977612061016	0.30846040697880656	137.66666666666669
57835	Experimental	0.2502177926919439	0.04055500935279103	0.309056328290207	86.33333333333333
389337	Experimental	1.2555662066508382	0.04075044432641557	0.31048558355203937	132.66666666666669
57710	Experimental	0.04716869216899736	0.04090180690273228	0.3115785545757373	81.00000000000001
79784	Experimental	1.9846217782301905	0.04091955504164976	0.31165346215087064	200.0
2842	Experimental	0.6028041685205053	0.04102326728269977	0.3123829380242866	99.33333333333336
1820	Experimental	1.4266980474226674	0.04108294215478862	0.3127768620044386	145.66666666666669
7480	Experimental	0.33928804501971266	0.04117034877553439	0.3133817230592387	90.00000000000001
6519	Experimental	0.3122015344430881	0.041327127461349485	0.3145142966598565	89.33333333333333
151742	Experimental	0.2970151456004106	0.04143482386519893	0.31527297092098033	89.00000000000001
6228	Experimental	-0.39274755343715173	0.041443689737311065	0.31527950678059513	9061.333333333334
79864	Experimental	0.21875290156963184	0.04151274949273161	0.3156789653073852	86.66666666666667
2517	Experimental	0.5829851776224565	0.04152449220394419	0.3156789653073852	99.33333333333336
84953	Experimental	0.21875290156963184	0.04151274949273161	0.3156789653073852	86.66666666666667
54932	Experimental	1.1018921673431408	0.04152826697207069	0.3156789653073852	124.66666666666669
4326	Experimental	1.4016774449281022	0.04159364659053154	0.31611492533270985	145.00000000000003
10233	Experimental	0.8911847862181493	0.04163817656686132	0.3163922887874819	113.33333333333336
348487	Experimental	1.3665326684596195	0.04186041280324084	0.3180196053521921	143.00000000000003
10451	Experimental	1.7393626397225581	0.04191525884019687	0.31837485186952	175.6666666666667
283219	Experimental	0.4611294721748637	0.04194195598481907	0.3185043182740931	95.33333333333336
2791	Experimental	0.21061613759845474	0.04194955009782091	0.3185043182740931	87.00000000000001
101930307	Experimental	0.44310974886734583	0.041956569963625574	0.3185043182740931	94.66666666666669
113219453	Experimental	0.3999036616713992	0.04230823071451186	0.3211119685070584	93.66666666666669
79412	Experimental	0.9356378421813247	0.04238663295530868	0.32164502972600395	117.00000000000001
26270	Experimental	0.8304333783871765	0.042395676420476015	0.3216516675785479	111.66666666666669
3105	Experimental	1.1970754967461885	0.04250054571035422	0.3223851835659618	3422.333333333334
374868	Experimental	0.11524516098565282	0.042561608080947236	0.32278618640126705	85.00000000000001
105372639	Experimental	0.34602235497175876	0.04267370089752689	0.3235739739150816	92.33333333333333
4053	Experimental	1.2421605543896166	0.04282262670922609	0.32464069104784105	136.33333333333334
730051	Experimental	0.4862204643595287	0.042895205090076	0.3251283148463585	97.66666666666669
54205	Experimental	-1.1251793080944315	0.043218047704943176	0.32751228761159407	3125.3333333333335
7626	Experimental	0.19836790791642384	0.04323602379097156	0.32758546715283743	88.33333333333336
1839	Experimental	0.894995140865034	0.04337617258091952	0.32845772529736283	116.6666666666667
110806272	Experimental	0.2974940353842625	0.043370419315394745	0.32845772529736283	91.66666666666669
92797	Experimental	0.10354628322685039	0.04337321101679634	0.32845772529736283	85.66666666666669
102723724	Experimental	0.35512902624095755	0.04340203738938318	0.3285903911256205	93.66666666666669
410	Experimental	1.0168180680589376	0.043545496678814424	0.3296131251874273	123.66666666666669
55599	Experimental	0.32828307202526685	0.04358325571027767	0.3298355327403216	93.00000000000001
112268196	Experimental	0.2962476599795555	0.043673301256887495	0.33045348007133013	92.00000000000001
100130890	Experimental	0.27148575305122236	0.04370388527193359	0.330621361473133	91.33333333333333
3552	Experimental	2.379166437976875	0.04371661367312605	0.33065412600710936	273.00000000000006
399972	Experimental	0.1406716587492393	0.04375897557979775	0.33091097031498296	87.33333333333336
25960	Experimental	1.1122198480944983	0.04385200371902194	0.33155078695088475	130.00000000000003
56603	Experimental	1.2380591686686302	0.04387219538414134	0.3316397706749759	138.33333333333334
5360	Experimental	0.021527358063348004	0.04388404555866771	0.33166567714358924	84.00000000000001
157567	Experimental	0.27432541969668905	0.04393013688527302	0.3318981050577015	91.66666666666669
25837	Experimental	1.5405173635548863	0.043931656937239445	0.3318981050577015	162.33333333333337
9374	Experimental	0.7184549390876792	0.0439446281452584	0.3319324147031833	109.00000000000001
199786	Experimental	0.18848950171991366	0.04400802435391508	0.33234751955499814	89.00000000000001
4091	Experimental	0.7786442841680872	0.0442425296767875	0.33398116502079017	112.33333333333336
6201	Experimental	-0.35156874739873845	0.04423308207321137	0.33398116502079017	10086.66666666667
5639	Experimental	0.7783645929458428	0.04424979017455969	0.33398116502079017	112.33333333333336
7621	Experimental	0.10709884666194629	0.04430165395260861	0.33430853316173187	87.0
8718	Experimental	0.4395572322195938	0.0443308174774884	0.33446450833370056	98.0
102724488	Experimental	1.3758521622583408	0.04438825615120627	0.33483371153446323	149.66666666666669
284656	Experimental	0.8961237267206738	0.044455415348714736	0.3352760840396459	118.66666666666667
3911	Experimental	-0.36217769974958575	0.04459736307030134	0.3362178380731736	9745.000000000002
152302	Experimental	0.04936484151282627	0.04459159180347295	0.3362178380731736	85.66666666666669
11046	Experimental	0.16181577879128156	0.04462959551332412	0.3363964305001245	89.00000000000001
7424	Experimental	0.15770483647061584	0.04471039457164463	0.33694095629723997	89.00000000000001
641977	Experimental	0.008085484106343301	0.04474580739095763	0.33714330498016604	84.66666666666669
22921	Experimental	0.32967830750935223	0.044758510721122295	0.33717450127317994	94.66666666666669
100506411	Experimental	0.4909583267199349	0.04479823555726723	0.3374092049164029	100.66666666666669
7060	Experimental	0.7023016604274198	0.04480718192112759	0.3374120472989711	109.66666666666669
199746	Experimental	0.49008615987264853	0.04481817144976072	0.3374302713204164	100.66666666666669
100132352	Experimental	0.2567067004746816	0.0448570302652017	0.3375192722433299	92.33333333333336
3110	Experimental	0.4274101489933842	0.044864279533766475	0.3375192722433299	98.33333333333336
10307	Experimental	0.16014550023202936	0.0448583504769495	0.3375192722433299	89.33333333333336
339983	Experimental	0.5387665147213084	0.0448570789005396	0.3375192722433299	102.66666666666669
5293	Experimental	1.6688415715094331	0.044941954107954034	0.3380390420161983	177.33333333333337
100506394	Experimental	0.35086628264534875	0.0449592020321262	0.3381041900720018	95.66666666666667
89848	Experimental	0.46691380168627494	0.044978875258411474	0.33818754862998096	100.00000000000001
11338	Experimental	-0.6808685824473456	0.04499289760651995	0.338228395600292	5115.333333333333
63943	Experimental	0.40294288071630446	0.04503403340966826	0.3384730100284591	97.66666666666667
57168	Experimental	0.334366288976558	0.04512456962540737	0.33908875068130545	95.33333333333336
105370966	Experimental	0.7914648119232538	0.04525029926992304	0.33996866705828843	114.66666666666669
105371064	Experimental	0.36479360118466186	0.045308485451647576	0.3403408857581219	96.66666666666669
7498	Experimental	0.6752329649443602	0.04537143719638053	0.3407487528217966	109.33333333333333
107985040	Experimental	0.21198828949402307	0.045481870116759075	0.3415129896486471	91.66666666666669
100132774	Experimental	0.4467806297095562	0.04551378552085253	0.34168747734396365	100.0
100131067	Experimental	0.17507205781335927	0.04554522600986102	0.3418583338475577	90.66666666666669
375341	Experimental	0.2686937600857973	0.04575344766902882	0.3433557757605639	94.0
114108587	Experimental	0.1640034170025678	0.045869177836046104	0.34415867882472395	90.66666666666669
1277	Experimental	0.6039738604572679	0.04590450813853391	0.3443581467827989	107.0
102724438	Experimental	0.04828431263648993	0.04594278345413109	0.3445796269123554	87.33333333333333
399473	Experimental	0.48876339760005716	0.04599089285008096	0.3448747661140331	102.33333333333336
79815	Experimental	0.05004334602726739	0.04621889402710843	0.3465185017538883	87.66666666666669
92565	Experimental	0.22205307919281322	0.04624709385104436	0.3466639191849844	93.00000000000001
125919	Experimental	0.06604465917753206	0.046312878926796516	0.3470909631940502	88.33333333333336
3841	Experimental	0.1542943281386724	0.04636446571987098	0.3474114561723387	91.00000000000001
8831	Experimental	0.970955648167465	0.0463755620825405	0.3474284879303871	126.33333333333336
26112	Experimental	0.924115905225501	0.04638611834508061	0.34744146774888607	123.66666666666669
10309	Experimental	0.8309385493950064	0.046416094968140593	0.3475998774183157	118.6666666666667
2246	Experimental	0.585240857497759	0.04643351933012427	0.3476286685569533	107.0
134	Experimental	0.2127743722865096	0.046437596419381715	0.3476286685569533	93.0
84129	Experimental	1.2885775580055892	0.04645972367629908	0.34772820366431334	147.6666666666667
342909	Experimental	0.628992506355672	0.046483040911326434	0.3478366056488768	109.00000000000001
8739	Experimental	0.994658538950515	0.04652006973825548	0.3480475519691332	128.00000000000003
2597	Experimental	-0.05826191753083289	0.04656373099089589	0.3482617153063545	101574.00000000001
222223	Experimental	0.6114392931534718	0.04656638386550073	0.3482617153063545	108.33333333333336
6604	Experimental	1.2990447202391935	0.046700702980770906	0.3491928557637688	149.00000000000003
58500	Experimental	0.5986117814475908	0.04670862381419571	0.3491928557637688	108.0
3749	Experimental	1.240414184317571	0.04688262568042017	0.3504271580850844	145.00000000000003
101669762	Experimental	1.3039190732347903	0.046978694881903954	0.3510785898025906	150.00000000000003
100533483	Experimental	0.3810448817704106	0.047069898172195666	0.35169341753859135	99.66666666666669
27134	Experimental	2.164008792963672	0.04715199996903555	0.352240021017026	250.00000000000009
225689	Experimental	0.4876071978133906	0.047168276468612734	0.35229477508120166	104.00000000000001
7107	Experimental	1.2031980303091296	0.04720977273503424	0.35253783637677	143.00000000000003
56899	Experimental	0.04789949125181052	0.04740176100357983	0.35390438780374656	89.0
105371312	Experimental	0.12274794178902676	0.04741367171759876	0.3539262061710273	91.33333333333336
650623	Experimental	1.009048161062877	0.04747821133126563	0.3543407978354654	130.6666666666667
401474	Experimental	0.6389195821676604	0.04749163954041236	0.3543738485016633	111.00000000000004
254552	Experimental	1.086275310267884	0.04753559991723954	0.3546346688785949	135.66666666666669
11257	Experimental	0.9097985366298237	0.04758300293580729	0.35492106906617693	125.00000000000001
105371374	Experimental	0.4805253390202463	0.047600863301846395	0.3549870441995272	104.33333333333336
10397	Experimental	2.8761546160067724	0.047764302256732	0.3561384521229084	1817.6666666666672
4494	Experimental	0.4945915042236736	0.04789202643321232	0.35702317925675275	105.33333333333333
401303	Experimental	0.6379343772955186	0.04794005916102878	0.3573136039228978	111.66666666666669
221895	Experimental	0.9096062737921575	0.04796317040918785	0.3574182055322068	125.66666666666669
653659	Experimental	0.14698099810721105	0.048118250910942295	0.35850600716542363	93.00000000000001
144363	Experimental	0.03471596868315014	0.04818304847951167	0.3589208696423102	89.66666666666667
5366	Experimental	0.7468614073860302	0.048199742558015735	0.35897731472752553	117.33333333333336
100507373	Experimental	0.3990811467179906	0.048231654280203026	0.35914705350553605	102.00000000000001
10608	Experimental	1.0441215530576782	0.04825481198323511	0.3592515554267094	134.33333333333334
202052	Experimental	0.6739086047198447	0.04836210103978152	0.3599338752163963	114.00000000000001
9294	Experimental	1.030358871983263	0.04836474334035842	0.3599338752163963	133.66666666666669
4139	Experimental	0.6301594085822779	0.048387722106514236	0.3600368378053863	112.00000000000001
2592	Experimental	0.671839886068511	0.0484184722624591	0.36019757487371806	114.00000000000001
282974	Experimental	1.0578667179916499	0.048488819727736165	0.36065277023032477	135.6666666666667
101928745	Experimental	0.034438007712907746	0.0485055191649493	0.3607088428024634	90.00000000000001
112268166	Experimental	0.02311749917387281	0.048528128179781235	0.36080883217656073	89.66666666666669
5867	Experimental	0.012201344182813184	0.048540993964538155	0.360836356116227	89.33333333333336
97	Experimental	0.6529480952456842	0.048566171051738355	0.36095537020257634	113.33333333333336
222234	Experimental	0.29660892034242864	0.0485953809311629	0.3611043063871429	98.66666666666669
100129534	Experimental	0.018002229251881864	0.04863057553026388	0.3612976494489944	89.66666666666667
151507	Experimental	0.04956456388468465	0.048719385072139555	0.36188917309952223	90.66666666666669
84000	Experimental	1.0913151921775583	0.04889760640875444	0.3631445020654687	138.66666666666669
5026	Experimental	0.5535753796323007	0.04892210455839973	0.36325792741684854	109.33333333333333
1848	Experimental	0.3029286076678828	0.048932306196638936	0.36326517511290624	99.33333333333336
101929639	Experimental	0.2441904225714689	0.048993969020130715	0.36365438720766574	97.33333333333336
2627	Experimental	0.23333263508546928	0.04903930044592453	0.3639222567581463	97.00000000000001
1843	Experimental	0.777436077498258	0.0490706601187156	0.3640863600592699	120.33333333333336
9764	Experimental	1.022772775685889	0.04915032616268035	0.36460874961976286	134.66666666666666
79446	Experimental	0.7954234255956512	0.04930075263363364	0.3655868993788999	121.66666666666669
9223	Experimental	0.7048093120435368	0.04929943037403254	0.3655868993788999	117.0
107984328	Experimental	0.013993929553156568	0.04935157703853095	0.3658759910921757	90.33333333333336
339942	Experimental	0.605242167543643	0.04935832143137031	0.3658759910921757	112.33333333333336
55558	Experimental	0.4387743583036863	0.04949936024668616	0.36685240148193377	105.33333333333336
57594	Experimental	0.33759550153705553	0.04965901965228613	0.36796642036665766	101.66666666666669
11080	Experimental	0.8799937814891132	0.04968710656395336	0.36810526962600704	127.00000000000001
79970	Experimental	0.45277481867720804	0.04979973427793383	0.36887026654024124	106.33333333333336
56605	Experimental	1.207984699079578	0.04990948133699959	0.3696136424911972	149.00000000000003
8674	Experimental	0.5791700739496247	0.049935346398074856	0.3697356524578028	112.0
